Date,Value,Quality,MinVol,Momentum
1998-12-31,0.0226258748390122,0.0642433339999999,0.0409281955058655,0.1023173659870797
1999-01-29,0.0236992789645225,0.0564354194958951,0.0151750396567822,0.0430208146780051
1999-02-26,-0.0491831958383679,-0.0327190132296856,-0.0258587364159013,-0.0246514555886475
1999-03-31,0.0278042764333155,0.0392533045037046,0.0217468143003316,0.0578818401624197
1999-04-30,0.0872440401100842,0.0245311569091912,0.0447734507114028,0.0029518630864322
1999-05-31,0.0069851010384411,-0.029605060008216,-0.0085379616017611,-0.0275239604795267
1999-06-30,0.0322378227815425,0.0585740531789544,0.0180911752716075,0.0810931456230144
1999-07-30,-0.0180981542323386,-0.0328409633936259,-0.0230812039240644,-0.0332711074771133
1999-08-31,-0.0051676125353805,-0.0001854129508503,-0.0168970340979288,-0.0043097775029736
1999-09-30,-0.0816270749617616,-0.0303515141544955,-0.035378639452144,-0.0023576151114307
1999-10-29,0.0236547758965464,0.0843329050723296,0.0602879664904685,0.0828282159473388
1999-11-30,0.0183433303294167,0.0375822956734277,-0.0026341440268846,0.041415274953628
1999-12-31,0.0283122718127815,0.0722009335597548,0.032593021175719,0.1444274566479828
2000-01-31,-0.0273875271086039,-0.0706604738241786,-0.0370588448912264,-0.0685579292371384
2000-02-29,-0.0139231561573178,-0.0272439143982682,-0.0500910806537198,0.0351834916326165
2000-03-31,0.1143065263167486,0.1100777689299006,0.0952914126144746,0.0929972310575495
2000-04-28,0.0111967175437832,-0.0394843650787819,-0.0072129782018239,-0.0523915593949919
2000-05-31,-0.0154196120916114,-0.0151659093013948,-0.0093469420858199,-0.0615825678251831
2000-06-30,-0.0272354903146391,0.040381924458746,-0.0064212856230118,0.0601351856848204
2000-07-31,0.0075675015893366,-0.0093858104127504,-0.0108520735269939,-0.0173798237587669
2000-08-31,0.074378864650326,0.041645746355873,0.0519736048481256,0.0812417594449261
2000-09-29,-0.0844163999589663,-0.0301085760417207,-0.0040084823404427,-0.0927162778834572
2000-10-31,0.0310927535497078,0.0138653744188692,0.0137018669300215,-0.045078265245283
2000-11-30,-0.0453529822775434,-0.0656917325639773,-0.0320154193246642,-0.0411813371840971
2000-12-29,0.028068316241411,-0.002967615987742,0.0328549611166997,0.0324735453634299
2001-01-31,0.0730886373911019,0.0139988022900892,-0.0135901974994671,-0.0399083621232438
2001-02-28,-0.0508949008786501,-0.0828407676368399,-0.0328287826050622,-0.0810213212449879
2001-03-30,-0.0165064811418746,-0.0650719790409043,-0.044959002750907,-0.0770274125275267
2001-04-30,0.0602377846504538,0.0748645873567697,0.0549850743637714,0.0727298665327946
