Date,Value,Quality,MinVol,Momentum
1998-12-31,0.02262587483901224,0.06424333399999993,0.04092819550586557,0.10231736598707974
1999-01-29,0.023699278964522508,0.056435419495895145,0.015175039656782241,0.043020814678005115
1999-02-26,-0.049183195838367944,-0.03271901322968562,-0.025858736415901307,-0.024651455588647564
1999-03-31,0.02780427643331551,0.03925330450370468,0.02174681430033165,0.057881840162419707
1999-04-30,0.08724404011008424,0.024531156909191276,0.04477345071140282,0.0029518630864322493
1999-05-31,0.006985101038441188,-0.029605060008216055,-0.008537961601761124,-0.027523960479526766
1999-06-30,0.032237822781542524,0.05857405317895448,0.01809117527160753,0.0810931456230144
1999-07-30,-0.018098154232338626,-0.032840963393625966,-0.02308120392406443,-0.03327110747711337
1999-08-31,-0.005167612535380561,-0.00018541295085039433,-0.016897034097928865,-0.004309777502973677
1999-09-30,-0.08162707496176169,-0.03035151415449555,-0.035378639452144034,-0.002357615111430733
1999-10-29,0.02365477589654641,0.0843329050723296,0.060287966490468525,0.0828282159473388
1999-11-30,0.018343330329416707,0.037582295673427746,-0.002634144026884666,0.04141527495362807
1999-12-31,0.02831227181278151,0.07220093355975488,0.03259302117571905,0.14442745664798284
2000-01-31,-0.027387527108603926,-0.07066047382417862,-0.03705884489122646,-0.06855792923713844
2000-02-29,-0.013923156157317873,-0.027243914398268232,-0.05009108065371981,0.03518349163261658
2000-03-31,0.11430652631674865,0.11007776892990062,0.0952914126144746,0.09299723105754953
2000-04-28,0.011196717543783263,-0.03948436507878195,-0.007212978201823983,-0.05239155939499196
2000-05-31,-0.015419612091611468,-0.015165909301394831,-0.009346942085819987,-0.06158256782518312
2000-06-30,-0.02723549031463912,0.040381924458746,-0.006421285623011808,0.06013518568482046
2000-07-31,0.0075675015893366115,-0.00938581041275044,-0.01085207352699391,-0.0173798237587669
2000-08-31,0.07437886465032606,0.04164574635587304,0.05197360484812563,0.08124175944492618
2000-09-29,-0.08441639995896633,-0.03010857604172079,-0.0040084823404427095,-0.09271627788345727
2000-10-31,0.031092753549707863,0.013865374418869258,0.013701866930021511,-0.04507826524528302
2000-11-30,-0.045352982277543474,-0.06569173256397731,-0.03201541932466423,-0.04118133718409711
2000-12-29,0.02806831624141104,-0.0029676159877420893,0.03285496111669972,0.032473545363429945
2001-01-31,0.07308863739110194,0.013998802290089207,-0.013590197499467105,-0.03990836212324389
2001-02-28,-0.05089490087865012,-0.0828407676368399,-0.03282878260506228,-0.08102132124498795
2001-03-30,-0.016506481141874696,-0.06507197904090434,-0.04495900275090703,-0.07702741252752676
2001-04-30,0.06023778465045382,0.07486458735676971,0.054985074363771425,0.07272986653279467
2001-05-31,-0.008556153631221086,0.00926443011843281,0.019049476233979012,0.001139492471527337
2001-06-29,0.010941987986514023,-0.026971362534453536,-0.03868357448004556,-0.03387423214114116
2001-07-31,0.011053382641740717,0.006442168190278652,0.007695234768455572,-0.0020654323281522613
2001-08-31,-0.04430990702792015,-0.06765450540445794,-0.03432300025563151,-0.02619181413353322
2001-09-28,-0.0974043467667649,-0.06146300855692999,-0.0497116861857011,-0.06454247705612559
2001-10-31,-0.005628699458138264,0.01881361353414235,-0.011682423941945741,-0.005944916860082028
2001-11-30,0.0965027440549091,0.0749007389149221,0.055314614011977126,0.06576908216312738
2001-12-31,0.004740694326830219,0.013169146434125256,0.01491551820816861,0.017381294546562343
2002-01-31,0.007932210571570453,-0.011888733809929053,-0.008315930976136143,0.01277015896485012
2002-02-28,-0.020293531684302146,-0.0015084749209175463,0.012213202956908864,0.010300251122031812
2002-03-29,0.05915438523446204,0.021309928184698235,0.032241960273885706,0.03508639722978035
2002-04-30,-0.010370857463589678,-0.07331686982381758,-0.033626994447272796,0.0010003761738894834
2002-05-31,0.012185941091705121,-0.012922315490076608,-0.001314418708831644,0.001709326494654162
2002-06-28,-0.08963959033643631,-0.055728803453139575,-0.05509343132804734,-0.05104359439969208
2002-07-31,-0.08693849958864663,-0.07175429826199387,-0.0642438609114403,-0.06083972935760529
2002-08-30,0.018976492337238415,0.0037519035021307268,0.009320628133683728,0.012980543808325029
2002-09-30,-0.12954272068647377,-0.1110140878495467,-0.09579763657501572,-0.06481291210034323
2002-10-31,0.07174440436373208,0.10426669734964134,0.04395757718032467,0.01099460135286301
2002-11-29,0.06045038552696491,0.04595279322503476,0.026049949014375073,-0.01101222032919924
2002-12-31,-0.04166983334711205,-0.053994261733533055,-0.020178858302022706,-0.02003167587024024
